student_id,lms_logins_per_week,assignment_submit_rate,avg_days_late,current_gpa,midterm_score,prior_gpa,credit_load,financial_aid_flag,first_gen_flag,commute_distance_mi,not_retained,major,term
108810,6.9,0.487,5.8,2.36,,2.56,12,1,1,1.9,1,Nursing,Fall 2025
105438,4.4,0.699,4.6,2.84,55.1,3.06,12,1,1,6.0,1,Psychology,Spring 2025
111801,8.3,,1.5,3.52,71.6,3.54,12,1,0,6.2,0,Nursing,Fall 2025
111331,9.6,0.237,3.9,1.47,30.7,1.89,15,0,1,27.9,1,Nursing,Fall 2024
110933,9.3,0.508,4.9,2.54,64.4,3.1,6,1,0,5.7,0,BUS,Fall 2025
110710,10.8,0.789,2.7,3.2,67.3,3.35,15,0,1,,0,BUS,Fall 2025
108725,0.4,0.624,1.3,2.73,58.9,2.76,9,1,1,6.4,1,Computer Science,Fall 2025
103732,11.5,0.912,3.5,3.05,74.7,3.66,12,0,0,2.1,0,Biology,Fall 2025
109115,6.9,0.819,0.0,3.12,64.5,3.44,15,0,1,1.6,1,Business Admin,Fall 2025
110326,6.3,0.395,1.2,2.5,50.9,2.4,12,1,0,0.4,1,computer science,Spring 2025
112979,15.6,0.875,7.9,2.96,63.4,,15,0,1,18.7,1,Engineering,Spring 2025
107974,7.9,0.573,16.8,3.01,59.4,,12,0,1,5.6,1,Computer Science,Fall 2024
113377,5.3,0.94,0.4,3.35,87.4,3.38,18,1,1,5.6,0,Business,Fall 2025
100183,6.2,0.586,1.5,2.1,59.1,2.68,6,0,0,0.5,1,Nursing,Fall 2025
112809,13.1,0.951,0.0,3.95,83.6,4.0,15,1,0,3.8,0,Biology,Fall 2024
101028,8.0,0.725,0.1,3.0,73.2,3.09,15,0,1,18.5,1,Biology,Spring 2025
112804,5.2,0.662,3.3,2.41,50.8,2.77,15,0,0,4.7,0,Computer Science,Spring 2025
100399,7.9,0.312,1.3,2.76,50.0,3.04,12,1,0,2.2,0,Nursing,Fall 2024
102059,4.5,0.928,10.5,3.44,79.9,,15,1,0,6.4,0,BUS,Spring 2025
108456,2.5,0.258,0.8,2.11,36.2,2.52,12,1,1,8.8,1,Engineering,Spring 2025
113844,9.9,0.648,5.5,2.74,66.0,3.08,12,1,1,14.3,1,Engineering,Fall 2025
109923,7.0,0.775,8.1,2.83,62.4,3.06,12,1,0,1.8,0,Psych,Fall 2025
110339,10.9,0.858,2.7,3.0,52.0,3.25,6,1,1,5.8,0,History,Fall 2024
108683,7.1,0.908,1.4,3.08,78.5,3.57,12,1,1,0.6,0,Business Admin,Fall 2025
104598,3.2,0.586,8.7,2.69,55.9,2.51,15,0,0,5.3,1,Business,Fall 2024
106320,6.1,0.471,1.5,2.24,48.8,2.49,15,0,0,13.0,1,CS,Fall 2025
101696,5.3,0.825,1.2,3.33,75.7,3.53,15,1,0,11.5,0,Engineering,Spring 2025
109476,6.9,0.62,4.2,2.28,50.5,2.51,15,0,0,4.6,1,Engineering,Fall 2024
112572,5.4,0.707,0.4,2.84,60.2,2.84,12,1,0,5.5,1,Biology,Spring 2025
102346,3.6,0.695,5.0,2.32,46.7,2.48,15,0,1,25.1,1,Nursing,Spring 2025
103405,10.5,0.879,0.0,3.63,62.9,3.33,12,0,1,8.0,0,Engineering,Spring 2025
110204,4.9,0.727,0.6,2.82,66.3,3.28,12,0,1,2.5,0,Business,Fall 2025
108341,5.4,0.315,2.5,2.9,45.9,2.51,9,1,0,2.6,0,History, fall 2025 
100934,8.8,0.915,0.1,3.28,83.1,3.65,15,1,1,7.3,0,Psychology,Fall 2024
110279,8.9,0.845,5.9,2.99,55.4,3.29,12,0,1,6.2,1,Biology,Fall 2024
101085,5.0,0.414,2.7,2.59,55.6,2.72,15,1,1,11.1,1,Business Admin,Fall 2025
105796,7.8,0.239,0.9,2.68,45.0,2.79,15,0,0,2.5,1,Engineering,Fall 2024
113548,15.2,0.836,0.0,3.53,78.8,3.47,9,0,0,3.0,0,Engineering,Fall 2024
101628,6.5,0.522,1.2,2.55,49.6,2.79,15,1,0,0.6,0,Biology,Spring 2025
105568,12.1,0.939,0.7,3.54,84.0,4.0,9,0,0,3.8,0,History,Spring 2025
110761,7.8,0.732,1.4,2.84,62.6,3.25,15,1,1,5.4,0,Engineering,Spring 2025
112131,7.4,0.271,3.0,2.06,31.8,1.86,15,1,0,14.0,1,Nursing,Spring 2025
104143,8.6,0.365,1.1,2.25,42.2,2.27,18,0,0,1.1,1,Psych,Spring 2025
109259,10.8,0.321,0.8,2.75,43.7,2.57,15,1,0,10.6,0,Business Admin,Fall 2024
111607,7.9,0.835,0.9,2.9,76.4,3.19,12,0,0,11.0,0,BUS,Fall 2024
102629,10.2,0.779,3.4,2.8,67.6,2.83,12,0,0,16.1,0,BUS,Spring 2025
101810,13.0,0.763,3.5,2.77,56.0,2.97,9,0,0,4.1,0,Psych,Spring 2025
100716,8.5,0.485,0.0,2.55,53.0,3.02,12,1,0,1.8,0,History,Fall 2024
100644,11.1,0.878,1.4,3.62,91.4,3.73,12,0,0,15.7,0,Biology,Fall 2024
100711,8.0,0.748,2.9,3.15,55.1,3.0,15,1,1,5.4,1,Comp Sci,Fall 2024
108723,7.2,0.822,2.6,3.16,68.4,3.12,15,1,1,14.9,0,Business,Fall 2025
109310,4.7,0.558,0.6,2.64,55.0,2.78,9,0,0,7.5,0,Biology,Spring 2025
108722,8.6,0.7,4.4,2.93,62.4,2.93,12,1,1,14.7,1,History,Fall 2025
103275,8.9,0.86,1.8,3.24,72.3,3.44,12,1,1,3.8,0,Psychology,Spring 2025
105163,0.0,0.7,0.7,2.7,56.0,2.65,15,0,0,9.3,1,History,Spring 2025
104915,6.3,0.828,2.9,3.55,82.8,3.68,15,0,1,1.5,0,Business,Fall 2024
109968,12.2,0.887,2.3,3.5,69.4,3.87,12,0,0,6.9,0,Biology,Spring 2025
100140,6.3,0.777,0.0,3.32,66.5,3.12,15,0,0,13.9,1,Psychology,Fall 2025
104853,5.5,0.464,6.9,1.86,32.5,2.21,15,0,0,,1,Psych,Fall 2025
109393,6.7,,6.2,2.81,50.6,2.94,9,0,0,5.2,1,Biology,Spring 2025
102540,7.0,0.687,5.6,2.58,45.7,2.88,15,0,0,2.1,0,Engineering,Spring 2025
103920,10.2,0.921,0.0,3.78,86.4,4.0,15,0,0,15.7,0,Nursing,Spring 2025
102784,4.3,0.695,8.4,2.45,49.1,3.02,9,1,0,29.3,1,Nursing,Fall 2024
113535,11.3,0.206,5.3,2.13,38.9,2.15,12,1,0,26.0,1,Nursing,Spring 2025
106548,6.5,0.47,3.1,2.17,34.9,2.71,12,1,1,16.6,1,History,Fall 2024
106502,4.0,0.674,4.4,2.22,50.1,2.32,12,0,0,6.4,0,Nursing,Fall 2024
107419,2.3,0.129,1.4,1.85,33.3,2.27,15,1,0,3.6,1,History,Fall 2024
101263,5.7,0.813,2.8,3.29,83.2,3.45,9,1,1,1.7,0,Engineering,Spring 2025
110177,10.0,0.716,2.6,2.34,,2.81,15,1,1,,1,Nursing,Fall 2025
109668,4.5,0.294,1.6,2.03,58.2,2.56,12,1,1,,1,Biology,Fall 2025
105775,4.4,0.345,3.8,2.14,51.4,2.55,15,0,0,11.3,1,BUS,Spring 2025
107065,16.2,0.832,1.1,3.61,,4.0,9,1,1,0.8,0,computer science,Fall 2025
114268,0.5,0.435,5.5,1.87,38.9,2.35,12,0,0,13.6,1,Business Admin,Fall 2025
101636,6.7,0.6,2.2,2.06,55.2,2.63,15,0,0,1.9,1,BUS,Fall 2025
103543,5.3,0.755,3.5,2.39,63.0,,6,1,0,0.5,0,CS,Spring 2025
109319,5.3,0.707,1.4,2.32,55.6,2.52,12,1,0,5.1,0,Engineering,Fall 2024
109354,13.9,0.893,1.0,3.19,62.1,3.75,12,0,1,2.6,0,BUS,Fall 2024
107731,8.4,0.827,1.3,2.86,56.0,3.43,15,0,0,0.0,0,Engineering,Spring 2025
112929,10.6,0.661,0.1,3.0,71.0,3.07,15,1,0,4.2,0,Nursing,Fall 2025
100189,12.1,0.569,0.2,2.99,63.5,3.1,15,1,0,14.1,0,Nursing,Spring 2025
111203,7.5,0.343,7.3,2.47,53.3,2.34,15,1,0,1.9,0,Computer Science,Spring 2025
103145,8.8,0.551,3.3,2.39,55.4,2.5,15,1,0,7.2,1,Nursing,Fall 2024
102919,3.8,0.617,0.4,2.51,59.5,2.96,12,1,1,1.0,1,History, fall 2025 
103338,15.0,0.882,1.3,3.32,71.4,,15,0,0,7.9,0,History,Fall 2024
104929,11.2,0.909,1.8,3.36,63.5,3.61,15,0,0,3.8,0,Psych,Spring 2025
106135,7.3,0.207,1.5,2.42,41.4,2.44,12,1,0,4.4,1,Comp Sci,Fall 2025
101568,8.0,0.608,3.6,2.58,59.1,2.7,18,0,0,24.0,0,Biology,Fall 2025
105757,11.2,0.797,0.0,3.66,69.4,,12,0,0,3.7,0,Comp Sci,Spring 2025
113961,9.6,0.86,0.6,3.09,64.0,3.01,15,1,0,3.7,1,CS,Fall 2024
102662,6.2,0.808,1.6,2.27,,2.66,18,1,0,12.4,0,Nursing,Fall 2025
114398,7.2,0.411,2.6,2.49,57.5,2.46,18,0,0,7.6,1,Comp Sci,Spring 2025
106201,5.2,0.666,0.0,2.88,61.6,3.43,15,1,0,12.2,0,Business Admin,Fall 2024
104933,6.1,0.693,1.6,3.03,52.9,3.22,12,1,0,3.9,0,Psychology,Spring 2025
106235,4.5,0.496,5.0,2.71,52.8,2.83,9,1,0,6.3,1,Biology,Fall 2025
103117,8.8,0.742,1.1,2.67,59.5,2.96,12,1,1,16.8,0,Engineering,Spring 2025
108236,4.7,0.54,1.9,2.06,51.0,2.26,15,0,1,1.5,1,Engineering,Fall 2024
112931,5.7,0.302,9.5,1.43,36.9,1.67,15,1,0,1.2,1,BUS,Fall 2024
111491,6.8,0.727,0.3,2.45,67.2,2.91,15,1,0,3.1,1,computer science,Fall 2024
112711,2.6,0.468,2.2,1.66,41.8,2.25,15,1,0,10.3,1,Nursing,Fall 2025
109898,4.4,0.747,4.4,2.14,46.4,2.51,12,0,1,3.3,1,Psych,Spring 2025
107655,1.5,0.97,4.4,3.65,74.4,3.54,15,0,1,4.5,0,Engineering,Fall 2025
113970,13.1,0.604,0.9,3.21,69.6,3.18,12,0,1,7.8,1,Biology,Fall 2024
102162,7.5,0.405,3.0,2.39,46.9,2.72,15,1,0,0.9,1,History,Fall 2024
108472,8.2,0.511,5.5,2.74,42.5,2.71,12,0,0,1.1,1,History,Fall 2024
107337,12.2,0.45,2.3,2.61,54.1,2.53,18,1,0,,0,History,Spring 2025
111323,7.7,0.376,1.9,1.69,42.5,2.3,9,1,1,2.9,1,Business,Fall 2024
108546,10.5,0.457,2.1,2.13,,2.37,15,1,1,0.1,1,Nursing,Spring 2025
112172,1.6,0.645,5.4,2.45,49.9,2.67,12,0,0,10.2,1,Psych,Fall 2024
114655,8.0,0.781,0.3,2.64,59.5,3.19,12,0,0,1.5,0,Business Admin,Fall 2025
107097,8.3,0.674,0.2,2.99,70.9,3.33,15,0,0,0.9,0,Psych,Fall 2024
113733,6.4,0.777,0.0,2.86,66.4,3.25,15,1,1,16.8,1,Engineering, fall 2025 
100500,11.8,0.708,2.4,2.56,68.7,3.05,12,0,1,5.9,1,History,Fall 2024
103125,5.9,0.833,0.8,3.1,80.2,3.72,15,1,0,5.8,0,Psych,Fall 2025
114225,13.0,0.308,6.0,2.66,45.6,2.81,9,0,1,7.9,0,Nursing,Fall 2024
111416,7.9,0.664,1.2,3.04,73.9,2.96,18,1,1,2.9,0,Engineering,Spring 2025
104634,15.2,0.795,0.0,3.55,84.4,3.76,12,0,0,3.6,0,Computer Science,Fall 2024
105072,8.1,0.604,2.7,3.0,74.4,3.34,15,1,0,3.9,0,CS,Fall 2024
113568,10.1,0.786,5.4,3.01,74.1,3.2,12,1,0,4.8,0,computer science,Spring 2025
101929,5.9,0.493,1.1,2.11,,2.63,12,1,0,9.0,1,Engineering,Fall 2025
108158,7.7,0.864,1.2,3.34,84.0,3.45,15,1,0,15.0,0,CS,Fall 2024
110090,7.3,0.46,1.6,2.19,37.9,2.25,18,1,1,5.3,1,Engineering,Fall 2025
103427,7.5,0.476,1.3,2.54,57.8,2.54,12,0,1,2.6,1,Engineering,Fall 2025
101219,10.1,0.682,3.2,3.14,63.8,3.15,15,0,0,8.4,0,History,Spring 2025
112434,9.1,0.745,4.5,3.48,68.5,3.88,12,1,1,0.7,0,Biology,Fall 2025
105191,10.4,0.95,0.5,3.86,72.8,3.94,12,0,1,14.1,0,Engineering,Spring 2025
105150,6.2,0.902,0.0,3.33,76.8,3.42,9,1,0,19.9,1,Psych,Fall 2024
114733,6.9,0.508,1.2,2.7,43.9,2.73,15,0,1,1.5,1,History,Spring 2025
108953,7.9,,1.7,2.73,77.5,2.94,12,0,1,2.2,1,Business Admin,Fall 2024
114839,8.9,0.778,2.0,3.24,73.4,3.23,12,1,0,1.6,0,Nursing,Fall 2024
106862,10.8,0.452,3.9,1.94,50.3,2.69,12,1,0,9.5,1,Computer Science,Fall 2024
103043,9.3,0.792,2.7,2.85,64.1,3.4,15,1,0,2.5,0,Engineering,Fall 2024
105188,7.5,0.735,0.2,3.04,82.6,2.99,15,0,1,1.3,1,Biology,Fall 2025
100606,8.3,0.522,1.3,2.73,56.4,2.72,15,1,1,,1,Business,Fall 2025
108138,8.2,0.823,5.1,3.05,64.1,2.96,12,1,1,5.8,0,Engineering,Spring 2025
114746,7.3,0.867,10.5,2.96,68.2,3.0,9,0,0,1.1,1,Nursing,Spring 2025
114815,4.4,0.745,8.6,2.72,62.0,3.18,15,0,0,15.1,1,Nursing,Fall 2024
107592,7.6,0.312,1.6,1.69,32.1,2.73,9,1,1,20.0,1,Business Admin,Fall 2025
108644,5.1,0.506,0.6,2.47,58.6,2.84,18,1,0,6.7,0,Comp Sci,Spring 2025
103203,11.2,0.598,0.3,3.18,61.1,3.09,15,1,0,10.9,0,Comp Sci,Fall 2024
104309,6.2,0.867,3.2,2.93,65.9,3.71,15,0,0,8.2,0,History,Spring 2025
108708,6.2,0.396,4.0,2.07,47.0,2.63,12,0,0,2.1,1,BUS,Fall 2025
113310,9.4,0.767,2.1,3.54,75.5,3.46,12,1,0,4.7,0,Business Admin,Spring 2025
111889,9.5,0.491,1.1,1.89,44.1,2.46,12,0,0,8.6,1,Biology,Spring 2025
106543,6.4,0.88,0.0,3.85,,3.43,15,1,0,23.0,0,History,Fall 2024
101494,6.5,0.417,4.2,2.11,54.2,2.56,15,1,0,10.0,1,Business Admin,Fall 2025
110613,8.8,,6.6,3.23,72.3,3.02,15,0,0,10.8,0,Nursing,Fall 2024
114086,5.7,0.225,5.7,2.04,48.8,1.95,15,0,0,16.2,0,CS,Fall 2024
111874,1.0,0.565,0.4,2.83,55.9,2.75,18,1,0,3.7,0,Engineering,Fall 2024
103862,7.0,0.325,2.5,1.97,35.5,2.48,12,0,1,8.5,1,Engineering,Fall 2025
100325,9.8,0.878,5.6,3.07,71.4,3.58,15,1,0,4.5,0,computer science,Fall 2025
112814,2.3,0.678,6.3,2.54,63.8,,15,1,0,4.1,0,Biology,Fall 2024
114766,5.2,,1.9,2.65,47.0,3.25,15,1,0,1.8,0,Engineering,Fall 2024
106805,7.7,0.401,3.7,2.39,44.8,2.73,15,0,1,3.9,1,Nursing,Spring 2025
112786,10.3,0.727,0.6,2.98,61.4,3.09,12,1,1,5.0,0,Nursing,Spring 2025
111044,10.8,0.267,0.5,2.63,51.8,2.83,15,1,0,23.6,1,Engineering,Spring 2025
103982,12.8,0.878,1.7,2.98,81.9,3.5,15,1,0,4.8,0,computer science,Spring 2025
105069,13.4,0.817,0.9,2.62,68.1,3.35,12,1,0,23.5,0,Biology,Fall 2024
102825,1.8,,2.4,2.03,42.3,2.53,12,0,1,20.2,1,Business Admin,Fall 2025
106342,13.3,0.7,3.4,2.94,60.7,3.22,15,0,1,,0,Psychology,Fall 2024
104664,6.4,0.835,0.7,3.26,74.8,3.26,12,1,0,4.9,1,Nursing,Fall 2025
109151,11.7,0.578,2.0,2.82,71.4,3.43,12,1,0,13.3,0,Psychology,Fall 2025
108707,9.3,0.873,0.0,3.37,66.0,3.73,15,1,0,3.7,0,Nursing,Fall 2025
109389,3.5,0.3,8.0,1.51,25.1,2.01,12,1,0,17.5,1,Psych,Fall 2024
102790,4.7,0.714,1.5,2.64,49.9,2.81,15,0,1,13.6,1,Biology,Fall 2024
101121,9.2,0.719,1.0,2.67,61.7,2.7,15,0,0,0.9,0,History,Fall 2024
105321,6.3,0.889,0.0,3.11,63.8,,15,0,0,1.6,1,Business,Fall 2025
112784,2.3,0.295,1.9,1.72,39.0,2.02,15,1,0,7.3,0,Business,Spring 2025
102350,8.2,0.615,0.7,2.5,55.6,2.86,9,1,0,11.6,0,BUS,Spring 2025
111984,9.3,0.684,0.4,2.31,77.9,2.86,15,0,0,17.1,1,Psychology,Spring 2025
103846,3.9,0.584,1.7,2.21,53.0,2.36,12,0,1,9.2,1,Comp Sci,Spring 2025
112175,4.2,0.528,2.9,2.34,41.9,2.29,12,1,0,30.0,1,Nursing,Fall 2025
101102,4.1,0.55,0.4,3.1,59.0,3.03,15,1,1,4.4,1,Nursing,Spring 2025
110838,4.2,0.436,4.6,2.51,60.7,2.93,18,1,0,5.1,1,Business,Spring 2025
108176,6.3,0.778,4.0,2.84,70.5,3.39,15,1,0,10.8,0,History,Fall 2024
101700,0.0,0.582,5.7,2.3,45.2,2.24,15,1,1,4.0,1,Biology,Fall 2024
113709,5.7,0.665,4.4,2.6,57.6,3.02,15,0,0,6.1,1,BUS,Fall 2025
113333,9.5,0.844,0.0,3.79,74.0,3.62,18,0,0,5.5,1,Business Admin,Spring 2025
110033,10.9,0.772,0.6,2.67,67.4,2.83,15,1,0,1.2,0,Nursing,Fall 2024
100740,8.2,0.858,0.0,3.0,67.0,3.66,12,0,0,2.7,0,Psychology,Fall 2024
114234,5.9,0.521,1.7,2.14,44.1,2.24,15,1,0,6.6,1,History,Fall 2025
106891,11.8,0.797,0.1,3.35,67.3,3.41,12,0,0,6.9,0,Psychology,Spring 2025
105221,9.6,0.658,0.3,3.08,72.6,3.2,18,0,0,2.8,1,Nursing,Fall 2025
113347,5.1,0.911,7.4,3.1,79.5,3.44,12,1,1,3.6,0,CS,Fall 2025
105804,1.9,0.504,2.4,2.47,69.3,2.94,12,1,0,36.0,1,Engineering,Fall 2024
108405,4.9,0.066,5.4,1.65,39.9,1.78,18,1,1,4.5,1,Psychology,Fall 2024
114943,10.2,0.534,8.4,2.8,57.3,2.81,12,1,0,,0,computer science, fall 2025 
114082,6.9,0.317,0.9,2.75,45.1,2.44,9,1,0,4.1,1,Comp Sci,Spring 2025
100797,11.0,0.85,2.2,3.83,64.4,3.8,15,0,0,9.7,0,BUS,Fall 2025
106361,5.5,0.483,1.4,2.82,42.2,2.71,12,0,0,7.8,0,Nursing,Fall 2025
109296,9.1,0.882,4.4,3.34,79.4,3.58,6,0,0,1.4,0,Psychology,Spring 2025
111921,9.4,0.56,2.6,2.15,55.2,2.28,15,0,1,1.4,0,Psych,Fall 2024
109372,13.1,0.825,2.0,3.04,75.5,3.52,15,1,1,3.0,0,Nursing,Fall 2025
101279,11.5,0.927,3.5,3.74,74.6,3.67,9,1,0,4.9,0,History, fall 2025 
101018,7.2,0.935,0.0,3.91,85.2,3.33,12,0,0,12.2,1,Engineering,Fall 2025
104080,8.8,0.409,1.1,2.29,49.8,2.58,15,0,0,1.3,1,Comp Sci,Fall 2025
101190,6.1,0.726,0.0,3.34,72.7,3.55,15,1,0,0.8,0,Psych,Fall 2024
110096,12.3,0.685,0.0,3.11,59.4,3.02,12,0,0,9.5,0,Nursing,Fall 2025
101722,1.5,0.131,2.6,1.78,,2.35,15,1,1,1.9,1,Psychology,Fall 2025
105928,9.3,0.799,0.0,3.77,93.7,3.68,12,1,1,6.0,0,Biology,Fall 2024
107554,8.8,0.731,3.1,2.61,63.2,2.95,15,1,1,2.0,1,Nursing,Spring 2025
112698,3.8,0.575,2.0,2.4,57.2,2.67,15,0,1,5.5,1,Psych,Spring 2025
105495,6.3,0.559,5.4,2.99,,2.82,15,0,0,4.0,0,Engineering,Fall 2024
109955,6.2,0.733,2.9,3.21,70.4,3.17,18,0,0,42.9,1,Engineering,Fall 2025
107521,3.3,0.59,3.4,2.61,58.0,2.74,6,0,0,28.5,1,CS,Fall 2025
104381,9.4,0.726,0.8,3.23,73.8,3.46,12,0,0,5.8,1,Nursing,Spring 2025
104702,8.4,0.778,1.9,3.47,70.6,3.32,12,0,0,,0,Psych,Spring 2025
109713,9.9,0.739,4.7,2.03,50.1,2.46,18,0,1,4.5,1,BUS,Fall 2024
100592,8.2,0.544,1.1,2.55,54.6,2.63,9,1,0,,0,Psychology,Fall 2025
106403,6.2,0.86,1.2,2.66,63.7,3.23,12,1,0,9.1,1,History,Spring 2025
103455,3.9,0.168,2.6,1.84,34.4,1.65,15,0,1,7.9,1,Engineering,Fall 2024
104556,5.8,0.843,1.2,3.26,73.8,2.98,15,1,1,14.2,1,Biology,Fall 2024
101144,0.2,0.334,7.4,1.9,33.0,,18,0,0,8.3,1,Psych,Fall 2024
102906,9.7,0.67,3.8,2.79,58.5,2.86,18,0,1,7.4,0,Engineering,Fall 2025
114079,10.8,0.65,8.1,3.06,61.4,3.34,12,0,0,,0,Engineering,Spring 2025
114143,8.2,0.694,0.7,3.49,73.1,3.41,15,1,1,21.5,0,BUS,Fall 2025
102483,10.5,0.76,0.0,3.8,68.3,3.75,15,0,0,,0,Comp Sci,Fall 2025
111897,3.5,0.851,2.5,3.3,79.0,3.4,18,1,0,14.5,0,BUS,Fall 2024
108627,11.6,0.841,2.6,2.85,61.3,3.19,9,1,1,18.1,0,Biology,Fall 2025
109981,12.8,0.876,0.8,3.54,78.3,4.0,15,1,0,14.5,0,Engineering,Fall 2025
110801,3.8,0.942,1.6,3.61,83.7,3.4,12,0,0,0.6,0,Engineering,Spring 2025
103848,2.4,0.569,2.2,2.19,57.7,2.4,18,0,0,11.9,0,Biology,Fall 2024
106368,10.6,0.775,0.6,2.87,74.7,3.25,15,1,0,3.1,0,History,Spring 2025
103306,2.9,0.516,1.9,2.3,48.0,2.31,12,0,0,2.5,0,Business Admin,Fall 2024
106900,7.6,0.694,1.1,2.56,63.2,3.5,12,1,0,17.2,0,Engineering,Fall 2025
104866,6.8,0.74,0.7,2.81,59.3,2.61,12,0,0,16.5,1,Business Admin,Spring 2025
105088,11.6,0.89,0.0,3.21,66.0,3.88,15,1,1,3.0,0,Nursing,Fall 2024
100911,6.8,0.321,2.8,2.75,56.5,2.82,9,0,1,1.3,0,Engineering,Fall 2024
107269,7.1,0.295,3.7,2.29,31.2,2.4,12,1,0,1.5,0,Nursing,Fall 2024
112407,8.2,0.338,2.6,2.34,49.0,2.73,18,1,0,7.3,1,Engineering,Spring 2025
107198,8.4,0.79,2.6,3.1,72.9,3.37,15,1,1,,0,BUS,Fall 2025
112091,5.6,0.723,0.9,2.58,71.0,3.13,15,0,0,5.1,0,Nursing,Fall 2025
114678,6.5,0.669,0.2,3.25,67.8,3.5,18,0,0,3.0,0,Engineering,Fall 2025
100099,8.3,0.671,0.7,2.99,56.4,2.96,18,1,1,1.9,0,Business,Fall 2024
104286,0.3,0.578,2.9,2.48,35.5,2.35,18,0,1,8.3,1,History,Spring 2025
102121,9.2,0.629,3.7,2.65,61.2,3.02,15,1,0,5.4,0,Computer Science,Spring 2025
108372,9.8,0.847,0.4,3.29,,3.46,9,1,0,4.3,0,Nursing,Fall 2025
104974,2.0,0.872,0.0,3.21,82.9,3.31,12,1,0,11.8,0,BUS,Spring 2025
107064,12.3,0.776,9.0,2.9,61.9,2.8,15,0,0,4.6,0,Comp Sci,Fall 2024
108309,9.3,0.596,4.4,3.33,,2.94,12,1,1,3.2,0,Engineering,Fall 2024
105562,10.3,0.621,4.7,2.75,45.4,2.79,12,1,0,1.7,1,Psych,Fall 2024
108035,14.9,0.963,0.0,4.0,85.5,4.0,15,1,1,23.5,0,computer science,Spring 2025
114418,6.7,,1.3,2.15,53.8,2.69,15,1,0,26.1,0,BUS,Spring 2025
102094,11.0,0.822,0.0,2.73,69.3,3.25,18,0,1,4.8,0,Nursing,Fall 2024
104277,12.3,0.871,5.6,4.0,83.8,3.51,15,1,1,20.7,0,Biology,Spring 2025
113278,11.4,0.707,4.5,2.43,55.9,2.95,15,0,0,18.5,0,History,Fall 2024
103430,15.3,0.703,5.9,3.33,75.1,3.33,15,0,0,2.4,1,History,Spring 2025
114411,14.8,0.823,0.0,3.41,72.3,3.41,12,0,0,6.4,0,Biology,Fall 2024
102725,7.3,0.766,0.4,2.41,55.7,2.83,15,0,1,1.6,1,Nursing,Fall 2025
103653,8.0,0.905,0.1,3.9,90.9,3.49,15,1,0,1.4,0,CS,Spring 2025
100970,14.5,0.66,2.2,2.84,64.3,3.17,12,1,0,7.6,0,Biology,Spring 2025
103269,3.0,0.752,1.4,2.25,,2.58,18,0,0,19.6,1,Comp Sci,Fall 2024
114756,0.0,0.594,5.3,2.03,56.5,2.41,15,1,0,59.3,1,History,Fall 2024
107259,1.3,0.81,4.8,2.75,71.3,2.67,15,1,0,3.8,0,Psychology,Fall 2024
114923,3.8,0.8,0.7,2.86,59.3,,15,0,0,6.8,0,computer science,Fall 2025
109634,7.9,0.603,2.7,2.8,63.0,2.94,15,1,0,,0,Engineering,Fall 2025
104266,12.5,0.651,3.5,2.61,62.9,2.64,15,0,0,12.8,0,Psychology,Spring 2025
102161,8.4,0.602,10.1,2.56,56.2,3.02,15,0,0,3.2,1,Comp Sci,Spring 2025
102446,8.7,0.485,5.5,2.43,52.2,2.27,18,1,0,4.4,0,Psychology,Fall 2025
103774,6.2,0.464,2.4,2.53,64.7,2.92,12,0,1,3.7,0,Business Admin,Fall 2025
113409,5.4,0.812,0.4,3.33,67.0,3.32,12,0,0,6.5,1,Psychology,Fall 2025
108294,5.9,0.606,8.2,2.25,,2.24,12,1,1,6.4,1,Nursing,Fall 2025
104385,11.5,0.506,1.1,2.45,46.3,2.89,15,0,1,2.2,1,Nursing,Fall 2025
109116,6.6,0.465,1.7,2.27,53.2,2.98,12,1,0,7.1,1,Business,Fall 2024
109607,12.8,0.839,9.5,3.09,,3.32,9,1,0,6.5,0,Computer Science,Fall 2025
101421,12.4,0.8,1.7,3.26,71.3,3.52,15,0,0,11.4,0,Business,Fall 2025
108921,12.6,0.748,11.1,2.89,63.9,3.15,15,0,1,1.0,0,Engineering,Fall 2024
100196,7.3,0.852,0.4,2.84,62.8,3.01,15,0,0,5.9,0,BUS,Spring 2025
103622,6.4,0.663,1.3,1.97,52.9,2.58,15,1,0,5.1,1,Psych,Fall 2024
101498,12.7,0.61,0.9,2.78,59.2,2.84,18,0,0,1.0,0,Business Admin,Spring 2025
104744,10.9,0.819,8.2,2.85,61.4,3.0,6,1,0,13.4,0,Biology,Spring 2025
100723,7.6,0.693,10.9,2.76,54.4,3.24,15,0,1,0.3,1,Biology,Fall 2024
102547,6.0,0.621,3.2,2.87,54.0,3.05,18,0,0,37.7,1,Business Admin,Fall 2025
110825,9.9,0.654,2.8,2.61,57.9,2.57,12,1,0,27.8,0,History,Spring 2025
102031,6.3,0.679,0.4,3.25,66.3,3.2,15,1,0,1.1,1,Nursing,Spring 2025
102989,7.3,0.609,2.8,1.96,45.4,2.55,12,0,0,11.7,1,Biology,Fall 2025
103879,9.7,0.798,0.0,3.63,75.3,3.72,12,1,0,5.4,0,Nursing,Fall 2025
103877,7.6,0.745,6.9,3.39,73.5,3.58,15,1,1,7.2,0,Business Admin,Fall 2025
107232,12.1,0.874,2.8,3.0,66.8,3.29,18,0,0,5.9,1,History,Fall 2025
